Date,High,Low,Average,Precip
1/1/2016,51,45,48,T
1/2/2016,51,45,48,T
1/3/2016,62,43,52.5,0.07
1/4/2016,62,38,50,0
1/5/2016,55,34,44.5,0
1/6/2016,58,40,49,1.4
1/7/2016,69,51,60,0.19
1/8/2016,68,50,59,0.06
1/9/2016,62,42,52,T
1/10/2016,52,37,44.5,0
1/11/2016,56,32,44,0
1/12/2016,62,35,48.5,0
1/13/2016,64,36,50,0
1/14/2016,65,44,54.5,0
1/15/2016,72,45,58.5,0
1/16/2016,60,42,51,0.17
1/17/2016,57,36,46.5,0
1/18/2016,61,36,48.5,0
1/19/2016,68,39,53.5,0
1/20/2016,65,46,55.5,0
1/21/2016,74,44,59,T
1/22/2016,53,38,45.5,0
1/23/2016,55,33,44,0
1/24/2016,67,33,50,0
1/25/2016,74,53,63.5,0.01
1/26/2016,63,49,56,0.26
1/27/2016,58,42,50,0
1/28/2016,65,32,48.5,0
1/29/2016,74,39,56.5,0
1/30/2016,75,48,61.5,0
1/31/2016,79,62,70.5,0
2/1/2016,77,64,70.5,0
2/2/2016,74,49,61.5,0
2/3/2016,61,44,52.5,0
2/4/2016,59,38,48.5,0
2/5/2016,59,33,46,0
2/6/2016,60,41,50.5,0.15
2/7/2016,66,34,50,0
2/8/2016,63,44,53.5,0
2/9/2016,66,39,52.5,0
2/10/2016,71,38,54.5,0
2/11/2016,80,55,67.5,0
2/12/2016,78,55,66.5,0
2/13/2016,67,51,59,0
2/14/2016,74,57,65.5,0
2/15/2016,76,46,61,T
2/16/2016,79,41,60,0
2/17/2016,73,47,60,0
2/18/2016,77,42,59.5,0
2/19/2016,81,63,72,0
2/20/2016,79,63,71,0
2/21/2016,74,63,68.5,0
2/22/2016,68,57,62.5,0.67
2/23/2016,73,48,60.5,1.13
2/24/2016,63,41,52,T
2/25/2016,72,40,56,0
2/26/2016,63,39,51,0
2/27/2016,71,40,55.5,0
2/28/2016,74,44,59,0
2/29/2016,78,55,66.5,0
3/1/2016,78,62,70,0
3/2/2016,70,49,59.5,0
3/3/2016,84,61,72.5,T
3/4/2016,74,48,61,0
3/5/2016,76,47,61.5,0
3/6/2016,75,47,61,0
3/7/2016,75,62,68.5,T
3/8/2016,72,67,69.5,0.22
3/9/2016,73,61,67,1.44
3/10/2016,76,63,69.5,0.9
3/11/2016,74,63,68.5,0.11
3/12/2016,75,60,67.5,0.02
3/13/2016,82,56,69,0
3/14/2016,87,56,71.5,0
3/15/2016,84,64,74,0
3/16/2016,78,63,70.5,0
3/17/2016,80,62,71,0
3/18/2016,81,63,72,T
3/19/2016,69,50,59.5,0
3/20/2016,61,43,52,0
3/21/2016,63,34,48.5,0
3/22/2016,70,42,56,0
3/23/2016,76,63,69.5,0.03
3/24/2016,69,51,60,0.38
3/25/2016,70,42,56,0
3/26/2016,75,46,60.5,0
3/27/2016,77,57,67,0
3/28/2016,75,49,62,0
3/29/2016,71,59,65,T
3/30/2016,75,68,71.5,0.13
3/31/2016,85,65,75,0.02
4/1/2016,69,48,58.5,0.05
4/2/2016,72,46,59,0
4/3/2016,74,42,58,0
4/4/2016,80,48,64,0
4/5/2016,81,50,65.5,0
4/6/2016,79,55,67,T
4/7/2016,85,49,67,0
4/8/2016,82,52,67,0
4/9/2016,78,54,66,T
4/10/2016,80,60,70,0.02
4/11/2016,79,67,73,0.01
4/12/2016,76,66,71,0.01
4/13/2016,72,62,67,0.63
4/14/2016,76,60,68,0
4/15/2016,79,58,68.5,0
4/16/2016,79,59,69,0.01
4/17/2016,76,65,70.5,0.71
4/18/2016,70,64,67,9.92
4/19/2016,79,65,72,0.02
4/20/2016,78,63,70.5,0.71
4/21/2016,74,62,68,0.77
4/22/2016,81,60,70.5,0
4/23/2016,80,56,68,0
4/24/2016,77,57,67,0.32
4/25/2016,85,67,76,0
4/26/2016,83,73,78,0
4/27/2016,86,61,73.5,0.6
4/28/2016,85,65,75,0
4/29/2016,86,73,79.5,0.01
4/30/2016,85,65,75,0.6
5/1/2016,85,70,77.5,T
5/2/2016,74,61,67.5,0.05
5/3/2016,76,56,66,0
5/4/2016,82,54,68,0
5/5/2016,85,59,72,0
5/6/2016,84,55,69.5,0
5/7/2016,83,57,70,0
5/8/2016,79,63,71,T
5/9/2016,83,70,76.5,0.01
5/10/2016,87,70,78.5,0
5/11/2016,86,71,78.5,0.01
5/12/2016,89,71,80,0.35
5/13/2016,88,69,78.5,0
5/14/2016,87,67,77,0.77
5/15/2016,80,67,73.5,0.86
5/16/2016,73,65,69,0.17
5/17/2016,83,67,75,0
5/18/2016,81,68,74.5,0.01
5/19/2016,70,64,67,0.49
5/20/2016,80,63,71.5,0
5/21/2016,82,66,74,0.03
5/22/2016,85,70,77.5,0
5/23/2016,85,68,76.5,0
5/24/2016,86,72,79,0
5/25/2016,89,76,82.5,0
5/26/2016,82,68,75,0.69
5/27/2016,82,65,73.5,3.76
5/28/2016,89,64,76.5,0
5/29/2016,88,70,79,0
5/30/2016,85,68,76.5,0
5/31/2016,87,68,77.5,T
6/1/2016,85,68,76.5,3.94
6/2/2016,77,67,72,3.57
6/3/2016,80,68,74,1.89
6/4/2016,76,68,72,0.88
6/5/2016,84,68,76,0.44
6/6/2016,87,70,78.5,0
6/7/2016,89,71,80,0
6/8/2016,89,71,80,0
6/9/2016,90,72,81,0
6/10/2016,91,71,81,T
6/11/2016,93,75,84,T
6/12/2016,87,74,80.5,2.11
6/13/2016,93,74,83.5,0
6/14/2016,94,79,86.5,0
6/15/2016,96,78,87,0
6/16/2016,97,79,88,0
6/17/2016,96,79,87.5,0
6/18/2016,97,75,86,0
6/19/2016,92,73,82.5,T
6/20/2016,94,76,85,T
6/21/2016,93,75,84,0
6/22/2016,93,75,84,0.02
6/23/2016,93,74,83.5,0
6/24/2016,93,73,83,T
6/25/2016,93,75,84,0.06
6/26/2016,93,76,84.5,0
6/27/2016,96,76,86,0
6/28/2016,97,74,85.5,0.21
6/29/2016,94,73,83.5,T
6/30/2016,94,75,84.5,0
7/1/2016,94,76,85,0
7/2/2016,96,76,86,0
7/3/2016,97,80,88.5,0
7/4/2016,97,82,89.5,0
7/5/2016,97,83,90,0
7/6/2016,96,82,89,0
7/7/2016,97,81,89,0
7/8/2016,98,78,88,0
7/9/2016,98,77,87.5,0.28
7/10/2016,96,80,88,T
7/11/2016,97,81,89,0
7/12/2016,97,80,88.5,0
7/13/2016,98,81,89.5,0
7/14/2016,98,79,88.5,0
7/15/2016,99,77,88,0
7/16/2016,96,77,86.5,0
7/17/2016,96,76,86,T
7/18/2016,97,76,86.5,0.24
7/19/2016,93,77,85,0.22
7/20/2016,97,76,86.5,0.01
7/21/2016,98,75,86.5,0
7/22/2016,99,76,87.5,0
7/23/2016,100,77,88.5,0
7/24/2016,100,78,89,0
7/25/2016,98,77,87.5,T
7/26/2016,92,77,84.5,T
7/27/2016,85,73,79,0.22
7/28/2016,91,76,83.5,0.12
7/29/2016,96,75,85.5,T
7/30/2016,98,76,87,0
7/31/2016,96,77,86.5,T
8/1/2016,98,74,86,0
8/2/2016,99,77,88,0
8/3/2016,98,76,87,0
8/4/2016,99,76,87.5,0
8/5/2016,97,77,87,0
8/6/2016,98,77,87.5,0
8/7/2016,100,78,89,0
8/8/2016,100,77,88.5,0
8/9/2016,101,77,89,0
8/10/2016,100,79,89.5,0
8/11/2016,101,82,91.5,0
8/12/2016,99,82,90.5,0
8/13/2016,97,76,86.5,0.83
8/14/2016,89,72,80.5,1.66
8/15/2016,86,75,80.5,1.43
8/16/2016,82,74,78,2.05
8/17/2016,83,73,78,1.73
8/18/2016,88,74,81,0.19
8/19/2016,92,75,83.5,0.39
8/20/2016,91,75,83,0.53
8/21/2016,87,76,81.5,T
8/22/2016,89,73,81,0.33
8/23/2016,95,75,85,T
8/24/2016,94,76,85,T
8/25/2016,91,75,83,0.42
8/26/2016,89,73,81,0.74
8/27/2016,91,74,82.5,T
8/28/2016,88,75,81.5,T
8/29/2016,84,75,79.5,0.1
8/30/2016,93,74,83.5,0
8/31/2016,95,77,86,0.01
9/1/2016,97,77,87,0
9/2/2016,95,77,86,0
9/3/2016,93,75,84,0
9/4/2016,94,74,84,0.29
9/5/2016,90,75,82.5,0.02
9/6/2016,93,75,84,0
9/7/2016,94,74,84,T
9/8/2016,94,76,85,0
9/9/2016,91,75,83,0.04
9/10/2016,90,74,82,T
9/11/2016,91,72,81.5,0
9/12/2016,92,73,82.5,0
9/13/2016,94,75,84.5,0.1
9/14/2016,92,76,84,0
9/15/2016,93,75,84,0
9/16/2016,92,76,84,0.01
9/17/2016,96,75,85.5,0
9/18/2016,97,76,86.5,0
9/19/2016,96,76,86,0
9/20/2016,96,76,86,0
9/21/2016,94,73,83.5,0
9/22/2016,92,75,83.5,0
9/23/2016,90,75,82.5,T
9/24/2016,92,75,83.5,0.69
9/25/2016,90,72,81,0.53
9/26/2016,86,73,79.5,0.02
9/27/2016,85,71,78,T
9/28/2016,89,67,78,0
9/29/2016,86,64,75,0
9/30/2016,81,58,69.5,0
10/1/2016,82,60,71,T
10/2/2016,86,65,75.5,0
10/3/2016,87,62,74.5,0
10/4/2016,90,66,78,0
10/5/2016,91,73,82,T
10/6/2016,90,72,81,0.01
10/7/2016,91,70,80.5,0
10/8/2016,89,67,78,0
10/9/2016,82,59,70.5,0
10/10/2016,85,53,69,0
10/11/2016,86,65,75.5,0.11
10/12/2016,89,69,79,0
10/13/2016,90,70,80,0
10/14/2016,87,69,78,0.02
10/15/2016,90,68,79,0
10/16/2016,91,69,80,0
10/17/2016,91,70,80.5,0
10/18/2016,93,70,81.5,0
10/19/2016,89,72,80.5,T
10/20/2016,88,66,77,T
10/21/2016,76,51,63.5,0
10/22/2016,77,48,62.5,0
10/23/2016,80,51,65.5,0
10/24/2016,85,58,71.5,0
10/25/2016,84,59,71.5,0
10/26/2016,85,60,72.5,0
10/27/2016,85,60,72.5,0
10/28/2016,87,61,74,0
10/29/2016,87,63,75,0
10/30/2016,87,60,73.5,0
10/31/2016,85,57,71,0
11/1/2016,84,65,74.5,0.05
11/2/2016,88,68,78,0
11/3/2016,88,69,78.5,T
11/4/2016,87,70,78.5,0
11/5/2016,83,66,74.5,0
11/6/2016,80,61,70.5,1.4
11/7/2016,78,64,71,0.13
11/8/2016,72,63,67.5,0
11/9/2016,76,61,68.5,T
11/10/2016,73,55,64,0
11/11/2016,75,57,66,0
11/12/2016,80,58,69,0
11/13/2016,68,53,60.5,T
11/14/2016,79,51,65,0
11/15/2016,84,56,70,0
11/16/2016,84,50,67,0
11/17/2016,83,57,70,0
11/18/2016,83,56,69.5,0.04
11/19/2016,65,44,54.5,0
11/20/2016,66,36,51,0
11/21/2016,76,42,59,0
11/22/2016,82,54,68,0
11/23/2016,74,52,63,0.31
11/24/2016,74,49,61.5,0
11/25/2016,76,54,65,0.01
11/26/2016,71,53,62,0
11/27/2016,73,49,61,0
11/28/2016,82,55,68.5,0.05
11/29/2016,84,53,68.5,0
11/30/2016,69,44,56.5,0
12/1/2016,66,36,51,0
12/2/2016,65,45,55,0.07
12/3/2016,56,50,53,0.89
12/4/2016,53,51,52,0.77
12/5/2016,54,50,52,0.94
12/6/2016,70,48,59,0
12/7/2016,57,46,51.5,0.19
12/8/2016,56,40,48,0.09
12/9/2016,51,38,44.5,0
12/10/2016,56,34,45,0
12/11/2016,76,52,64,0.08
12/12/2016,71,64,67.5,T
12/13/2016,75,62,68.5,T
12/14/2016,63,57,60,T
12/15/2016,59,44,51.5,0
12/16/2016,74,43,58.5,0.11
12/17/2016,81,46,63.5,T
12/18/2016,46,33,39.5,0
12/19/2016,50,30,40,0
12/20/2016,59,35,47,0
12/21/2016,72,45,58.5,0
12/22/2016,73,59,66,T
12/23/2016,78,63,70.5,0.09
12/24/2016,80,68,74,T
12/25/2016,80,69,74.5,0.01
12/26/2016,84,71,77.5,0
12/27/2016,83,67,75,0.02
12/28/2016,82,70,76,0
12/29/2016,72,52,62,0
12/30/2016,56,48,52,T
12/31/2016,68,51,59.5,0.3
1/1/2017,75,63,69,0
1/2/2017,74,52,63,1.29
1/3/2017,76,48,62,0
1/4/2017,53,42,47.5,0
1/5/2017,56,44,50,T
1/6/2017,44,26,35,0.27
1/7/2017,43,21,32,0
1/8/2017,50,23,36.5,0
1/9/2017,67,42,54.5,0
1/10/2017,78,63,70.5,T
1/11/2017,80,66,73,0
1/12/2017,81,67,74,0
1/13/2017,79,67,73,0.18
1/14/2017,77,59,68,0
1/15/2017,76,62,69,0.05
1/16/2017,80,67,73.5,0.2
1/17/2017,72,59,65.5,0.56
1/18/2017,74,56,65,2.11
1/19/2017,64,55,59.5,0.43
1/20/2017,78,57,67.5,0.95
1/21/2017,78,62,70,0.01
1/22/2017,68,57,62.5,0.04
1/23/2017,72,48,60,0
1/24/2017,80,48,64,0
1/25/2017,76,54,65,T
1/26/2017,61,42,51.5,0
1/27/2017,57,39,48,0
1/28/2017,61,45,53,0
1/29/2017,68,39,53.5,0
1/30/2017,77,42,59.5,0
1/31/2017,76,48,62,0
2/1/2017,81,54,67.5,0
2/2/2017,72,54,63,T
2/3/2017,65,49,57,0
2/4/2017,62,48,55,0
2/5/2017,79,62,70.5,0.05
2/6/2017,81,68,74.5,0
2/7/2017,86,65,75.5,0
2/8/2017,87,61,74,0
2/9/2017,71,49,60,0
2/10/2017,77,47,62,T
2/11/2017,85,71,78,0
2/12/2017,86,69,77.5,0
2/13/2017,77,65,71,0
2/14/2017,69,52,60.5,0.78
2/15/2017,65,48,56.5,0
2/16/2017,68,40,54,0
2/17/2017,67,46,56.5,0.19
2/18/2017,84,53,68.5,0
2/19/2017,79,68,73.5,T
2/20/2017,71,58,64.5,1.39
2/21/2017,77,54,65.5,0
2/22/2017,83,51,67,0
2/23/2017,83,50,66.5,0
2/24/2017,84,58,71,0
2/25/2017,69,47,58,0
2/26/2017,75,44,59.5,0.01
2/27/2017,83,68,75.5,0
2/28/2017,83,73,78,T
3/1/2017,84,58,71,T
3/2/2017,69,49,59,0
3/3/2017,71,44,57.5,0
3/4/2017,66,53,59.5,0.05
3/5/2017,69,58,63.5,0.99
3/6/2017,79,69,74,0.24
3/7/2017,81,61,71,0.02
3/8/2017,73,59,66,T
3/9/2017,78,65,71.5,0
3/10/2017,78,66,72,T
3/11/2017,71,63,67,1.33
3/12/2017,64,48,56,0.04
3/13/2017,69,50,59.5,0
3/14/2017,69,43,56,0
3/15/2017,68,46,57,0
3/16/2017,73,52,62.5,T
3/17/2017,80,61,70.5,0
3/18/2017,84,59,71.5,0
3/19/2017,85,61,73,0
3/20/2017,86,67,76.5,0
3/21/2017,86,61,73.5,0
3/22/2017,85,58,71.5,0
3/23/2017,86,62,74,0
3/24/2017,81,65,73,1.26
3/25/2017,81,60,70.5,0.02
3/26/2017,86,61,73.5,0
3/27/2017,87,69,78,0
3/28/2017,83,68,75.5,0
3/29/2017,79,64,71.5,1.68
3/30/2017,77,59,68,0
3/31/2017,86,54,70,0
4/1/2017,79,61,70,0
4/2/2017,83,68,75.5,0.09
4/3/2017,86,57,71.5,0
4/4/2017,88,59,73.5,0
4/5/2017,75,54,64.5,T
4/6/2017,79,50,64.5,0
4/7/2017,81,51,66,0
4/8/2017,81,53,67,0
4/9/2017,83,65,74,0
4/10/2017,80,72,76,0.14
4/11/2017,76,61,68.5,0.73
4/12/2017,80,60,70,0.19
4/13/2017,82,63,72.5,0
4/14/2017,82,61,71.5,0
4/15/2017,84,63,73.5,0
4/16/2017,85,66,75.5,T
4/17/2017,83,66,74.5,0.2
4/18/2017,77,67,72,0.31
4/19/2017,83,66,74.5,0.01
4/20/2017,86,68,77,0
4/21/2017,88,67,77.5,0
4/22/2017,84,60,72,T
4/23/2017,74,53,63.5,0
4/24/2017,81,52,66.5,0
4/25/2017,85,65,75,T
4/26/2017,91,63,77,T
4/27/2017,81,53,67,0
4/28/2017,90,74,82,0
4/29/2017,85,63,74,0.01
4/30/2017,76,56,66,0
5/1/2017,88,51,69.5,0
5/2/2017,86,59,72.5,0
5/3/2017,86,63,74.5,0.2
5/4/2017,77,57,67,0
5/5/2017,82,57,69.5,0
5/6/2017,85,52,68.5,0
5/7/2017,84,56,70,0
5/8/2017,83,60,71.5,0
5/9/2017,84,63,73.5,0.02
5/10/2017,83,68,75.5,0
5/11/2017,86,73,79.5,T
5/12/2017,85,70,77.5,0.33
5/13/2017,87,64,75.5,0
5/14/2017,87,63,75,0
5/15/2017,87,61,74,0
5/16/2017,88,69,78.5,0
5/17/2017,87,76,81.5,T
5/18/2017,91,78,84.5,T
5/19/2017,89,78,83.5,0.01
5/20/2017,90,76,83,T
5/21/2017,91,73,82,0.02
5/22/2017,78,68,73,0.25
5/23/2017,88,64,76,0.02
5/24/2017,84,58,71,0
5/25/2017,90,60,75,0
5/26/2017,91,74,82.5,0
5/27/2017,93,80,86.5,T
5/28/2017,92,70,81,1.42
5/29/2017,82,69,75.5,0.05
5/30/2017,89,70,79.5,0
5/31/2017,88,71,79.5,0.09
6/1/2017,84,72,78,0.16
6/2/2017,86,72,79,0.03
6/3/2017,92,73,82.5,0.28
6/4/2017,86,70,78,0.92
6/5/2017,84,71,77.5,1.67
6/6/2017,89,71,80,0.15
6/7/2017,93,73,83,0
6/8/2017,89,68,78.5,0
6/9/2017,86,67,76.5,0
6/10/2017,88,67,77.5,0
6/11/2017,91,69,80,0.02
6/12/2017,91,75,83,0.02
6/13/2017,90,77,83.5,0.07
6/14/2017,92,77,84.5,0
6/15/2017,95,77,86,0
6/16/2017,96,77,86.5,0
6/17/2017,93,79,86,0
6/18/2017,96,78,87,0
6/19/2017,96,75,85.5,0
6/20/2017,95,77,86,0
6/21/2017,90,76,83,0.11
6/22/2017,89,76,82.5,0.18
6/23/2017,96,80,88,0
6/24/2017,86,74,80,1.64
6/25/2017,87,70,78.5,1.29
6/26/2017,90,73,81.5,T
6/27/2017,87,74,80.5,0.48
6/28/2017,90,74,82,0
6/29/2017,91,74,82.5,0.17
6/30/2017,93,80,86.5,T
7/1/2017,94,77,85.5,0
7/2/2017,94,76,85,0
7/3/2017,95,78,86.5,0
7/4/2017,96,79,87.5,0
7/5/2017,95,77,86,0
7/6/2017,94,76,85,0
7/7/2017,95,76,85.5,0
7/8/2017,96,76,86,T
7/9/2017,96,73,84.5,2.3
7/10/2017,84,73,78.5,0.51
7/11/2017,93,75,84,0
7/12/2017,90,75,82.5,0.02
7/13/2017,93,75,84,0.01
7/14/2017,96,76,86,0
7/15/2017,93,73,83,1.2
7/16/2017,92,73,82.5,0
7/17/2017,92,78,85,0
7/18/2017,92,77,84.5,0.68
7/19/2017,94,75,84.5,0
7/20/2017,97,77,87,0
7/21/2017,96,76,86,0.5
7/22/2017,94,74,84,0.9
7/23/2017,94,78,86,0.17
7/24/2017,96,80,88,0
7/25/2017,95,77,86,0
7/26/2017,97,77,87,0
7/27/2017,98,76,87,0
7/28/2017,99,79,89,0
7/29/2017,100,80,90,0
7/30/2017,96,77,86.5,T
7/31/2017,93,72,82.5,0
8/1/2017,93,73,83,0
8/2/2017,90,75,82.5,0.09
8/3/2017,89,75,82,T
8/4/2017,93,75,84,1.26
8/5/2017,92,75,83.5,0.39
8/6/2017,94,77,85.5,0.1
8/7/2017,84,74,79,2.13
8/8/2017,88,73,80.5,3.61
8/9/2017,94,76,85,0
8/10/2017,97,77,87,0.12
8/11/2017,97,77,87,0
8/12/2017,97,79,88,0
8/13/2017,97,78,87.5,0
8/14/2017,96,81,88.5,0
8/15/2017,97,80,88.5,0
8/16/2017,96,82,89,T
8/17/2017,97,81,89,0
8/18/2017,99,78,88.5,0
8/19/2017,98,78,88,0
8/20/2017,97,75,86,0
8/21/2017,94,78,86,0
8/22/2017,97,75,86,0
8/23/2017,95,76,85.5,0.15
8/24/2017,95,76,85.5,0
8/25/2017,80,76,78,0.39
8/26/2017,79,74,76.5,8.37
8/27/2017,77,74,75.5,16.07
8/28/2017,74,71,72.5,4
8/29/2017,75,72,73.5,2.43
8/30/2017,86,73,79.5,T
8/31/2017,93,73,83,0
9/1/2017,92,70,81,0
9/2/2017,93,72,82.5,0
9/3/2017,92,73,82.5,0
9/4/2017,91,72,81.5,0
9/5/2017,93,73,83,0
9/6/2017,85,66,75.5,0.06
9/7/2017,83,61,72,0
9/8/2017,85,61,73,0
9/9/2017,85,64,74.5,0
9/10/2017,87,65,76,0
9/11/2017,85,64,74.5,0
9/12/2017,88,60,74,0
9/13/2017,87,68,77.5,0
9/14/2017,91,67,79,0
9/15/2017,90,69,79.5,0
9/16/2017,93,68,80.5,0
9/17/2017,93,70,81.5,0
9/18/2017,91,73,82,0.42
9/19/2017,93,73,83,0
9/20/2017,93,77,85,0.48
9/21/2017,88,75,81.5,0.02
9/22/2017,91,71,81,0
9/23/2017,91,72,81.5,0
9/24/2017,92,72,82,0.01
9/25/2017,91,73,82,0
9/26/2017,90,72,81,0
9/27/2017,92,75,83.5,0
9/28/2017,93,75,84,0.24
9/29/2017,91,73,82,0
9/30/2017,89,67,78,0
10/1/2017,91,66,78.5,0
10/2/2017,90,73,81.5,T
10/3/2017,82,77,79.5,2.13
10/4/2017,89,71,80,0
10/5/2017,88,70,79,0
10/6/2017,87,66,76.5,0
10/7/2017,90,68,79,T
10/8/2017,93,71,82,0
10/9/2017,94,71,82.5,0
10/10/2017,81,67,74,0
10/11/2017,84,62,73,0
10/12/2017,91,65,78,0
10/13/2017,92,70,81,0
10/14/2017,91,70,80.5,0
10/15/2017,92,69,80.5,0
10/16/2017,78,56,67,0
10/17/2017,79,51,65,0
10/18/2017,83,50,66.5,0
10/19/2017,85,60,72.5,0
10/20/2017,80,67,73.5,0.02
10/21/2017,87,69,78,0.04
10/22/2017,76,60,68,0.97
10/23/2017,81,51,66,0
10/24/2017,77,56,66.5,0
10/25/2017,77,46,61.5,0
10/26/2017,83,49,66,0
10/27/2017,70,49,59.5,T
10/28/2017,62,41,51.5,0
10/29/2017,71,35,53,0
10/30/2017,80,44,62,0
10/31/2017,81,60,70.5,0.26
11/1/2017,81,67,74,0.44
11/2/2017,88,73,80.5,0
11/3/2017,87,74,80.5,0
11/4/2017,87,67,77,0
11/5/2017,88,74,81,0
11/6/2017,89,73,81,0
11/7/2017,88,65,76.5,0
11/8/2017,65,55,60,0.01
11/9/2017,66,52,59,0.05
11/10/2017,70,48,59,0
11/11/2017,76,55,65.5,0
11/12/2017,81,58,69.5,T
11/13/2017,79,60,69.5,0
11/14/2017,79,58,68.5,0
11/15/2017,81,68,74.5,0
11/16/2017,81,67,74,0
11/17/2017,86,68,77,0
11/18/2017,84,57,70.5,0
11/19/2017,67,44,55.5,0
11/20/2017,68,41,54.5,0
11/21/2017,77,49,63,0
11/22/2017,70,49,59.5,0
11/23/2017,66,38,52,0
11/24/2017,73,38,55.5,0
11/25/2017,81,48,64.5,0
11/26/2017,77,53,65,0
11/27/2017,74,46,60,0
11/28/2017,77,46,61.5,0
11/29/2017,74,55,64.5,0
11/30/2017,77,49,63,0
12/1/2017,76,47,61.5,0
12/2/2017,78,48,63,0
12/3/2017,69,54,61.5,0.55
12/4/2017,81,67,74,0.29
12/5/2017,76,54,65,T
12/6/2017,54,42,48,0.32
12/7/2017,46,33,39.5,0.58
12/8/2017,44,29,36.5,0.06
12/9/2017,62,30,46,0
12/10/2017,65,35,50,0
12/11/2017,75,40,57.5,0
12/12/2017,65,41,53,0
12/13/2017,59,33,46,0
12/14/2017,65,43,54,0
12/15/2017,57,42,49.5,0
12/16/2017,60,38,49,0.82
12/17/2017,62,48,55,0
12/18/2017,68,56,62,0.04
12/19/2017,79,66,72.5,0.75
12/20/2017,78,55,66.5,0.01
12/21/2017,79,48,63.5,0
12/22/2017,81,45,63,0.07
12/23/2017,56,40,48,T
12/24/2017,68,37,52.5,0
12/25/2017,54,36,45,0
12/26/2017,51,47,49,0.1
12/27/2017,47,41,44,0.12
12/28/2017,45,38,41.5,T
12/29/2017,54,42,48,0
12/30/2017,58,50,54,T
12/31/2017,52,39,45.5,0.01
1/1/2018,41,30,35.5,0
1/2/2018,34,29,31.5,T
1/3/2018,48,25,36.5,0
1/4/2018,55,26,40.5,0
1/5/2018,57,35,46,0
1/6/2018,66,33,49.5,0
1/7/2018,69,44,56.5,0.24
1/8/2018,66,46,56,0.09
1/9/2018,54,44,49,0
1/10/2018,63,52,57.5,T
1/11/2018,69,40,54.5,0.97
1/12/2018,49,31,40,0
1/13/2018,53,30,41.5,0
1/14/2018,55,28,41.5,0
1/15/2018,67,34,50.5,T
1/16/2018,54,25,39.5,0.35
1/17/2018,39,19,29,0
1/18/2018,38,21,29.5,0
1/19/2018,57,34,45.5,0.02
1/20/2018,73,52,62.5,0.07
1/21/2018,75,65,70,0.52
1/22/2018,70,43,56.5,0.08
1/23/2018,65,38,51.5,0
1/24/2018,66,38,52,0
1/25/2018,62,33,47.5,0
1/26/2018,70,44,57,T
1/27/2018,66,58,62,0.72
1/28/2018,70,52,61,T
1/29/2018,67,43,55,0
1/30/2018,62,38,50,0
1/31/2018,71,35,53,0
2/1/2018,79,50,64.5,0
2/2/2018,62,47,54.5,0
2/3/2018,56,44,50,0.04
2/4/2018,68,56,62,0
2/5/2018,61,50,55.5,T
2/6/2018,75,56,65.5,0.08
2/7/2018,57,43,50,0.31
2/8/2018,60,37,48.5,0
2/9/2018,72,54,63,0.05
2/10/2018,72,48,60,1.62
2/11/2018,48,38,43,T
2/12/2018,46,36,41,T
2/13/2018,54,44,49,0.6
2/14/2018,80,52,66,0.01
2/15/2018,81,69,75,0
2/16/2018,80,65,72.5,0
2/17/2018,77,59,68,T
2/18/2018,79,59,69,0
2/19/2018,80,69,74.5,T
2/20/2018,80,71,75.5,T
2/21/2018,75,51,63,1.58
2/22/2018,70,50,60,0.26
2/23/2018,80,57,68.5,0
2/24/2018,81,73,77,0.01
2/25/2018,73,55,64,1.17
2/26/2018,71,53,62,0
2/27/2018,81,60,70.5,T
2/28/2018,83,72,77.5,0
3/1/2018,80,61,70.5,0.01
3/2/2018,73,55,64,0
3/3/2018,76,50,63,0
3/4/2018,77,65,71,0.02
3/5/2018,81,67,74,T
3/6/2018,74,54,64,T
3/7/2018,67,49,58,0
3/8/2018,67,48,57.5,0
3/9/2018,74,44,59,0
3/10/2018,84,66,75,T
3/11/2018,80,58,69,0.01
3/12/2018,67,47,57,0
3/13/2018,71,44,57.5,0
3/14/2018,72,44,58,0
3/15/2018,76,47,61.5,T
3/16/2018,85,67,76,T
3/17/2018,83,70,76.5,0
3/18/2018,84,68,76,T
3/19/2018,85,64,74.5,T
3/20/2018,72,52,62,0
3/21/2018,77,46,61.5,0
3/22/2018,75,49,62,0
3/23/2018,81,54,67.5,0
3/24/2018,82,69,75.5,0
3/25/2018,85,64,74.5,0
3/26/2018,83,69,76,0
3/27/2018,83,73,78,0.04
3/28/2018,77,64,70.5,1.42
3/29/2018,81,60,70.5,1.47
3/30/2018,78,57,67.5,0
3/31/2018,80,54,67,0
4/1/2018,83,59,71,0
4/2/2018,85,69,77,0
4/3/2018,85,65,75,0.01
4/4/2018,74,54,64,T
4/5/2018,73,53,63,T
4/6/2018,82,71,76.5,T
4/7/2018,74,47,60.5,0.29
4/8/2018,58,45,51.5,0
4/9/2018,65,54,59.5,0.03
4/10/2018,78,53,65.5,0
4/11/2018,80,48,64,0
4/12/2018,84,57,70.5,0
4/13/2018,84,67,75.5,0.02
4/14/2018,68,50,59,0.43
4/15/2018,70,47,58.5,0
4/16/2018,80,43,61.5,0
4/17/2018,84,61,72.5,0
4/18/2018,82,68,75,0
4/19/2018,77,56,66.5,0
4/20/2018,67,52,59.5,0
4/21/2018,74,59,66.5,1.12
4/22/2018,73,58,65.5,T
4/23/2018,80,51,65.5,0
4/24/2018,85,54,69.5,0
4/25/2018,86,60,73,0
